noise_level,accuracy,confidence,confidence_std
0.0,0.968421052631579,0.8858666666666667,0.1644563498140222
0.01,0.8491228070175438,0.5051859649122807,0.24980367128803616
0.05,0.4105263157894737,0.23093333333333335,0.14832027618463156
0.1,0.156140350877193,0.19618596491228069,0.09411879659872278
