noise_level,noise_percent,mean_max_probability,std_max_probability,accuracy,min_prob,max_prob
0.0,0.0,0.9999644,1.1991676e-07,0.14285714285714285,0.99996424,0.9999643
0.1,10.0,0.9999644,1.1991676e-07,0.14285714285714285,0.99996424,0.9999643
0.2,20.0,0.9999644,1.1991676e-07,0.14285714285714285,0.99996424,0.9999643
0.5,50.0,0.9999644,1.1991676e-07,0.14285714285714285,0.99996424,0.9999643
1.0,100.0,0.9999644,1.1991676e-07,0.14285714285714285,0.99996424,0.9999643
2.0,200.0,0.9999644,1.1991676e-07,0.14285714285714285,0.99996424,0.9999643
