noise_percent,accuracy,mean_probability,std_probability,unique_probs,total_samples,uniqueness_ratio
0.0,0.15873015873015872,0.147901,0.0004006341,18,63,0.2857142857142857
1.0,0.15873015873015872,0.14790002,0.00040163318,18,63,0.2857142857142857
5.0,0.15873015873015872,0.14789909,0.0004029864,19,63,0.30158730158730157
10.0,0.15873015873015872,0.1478957,0.00039507655,17,63,0.2698412698412698
