noise_level,noise_percent,mean_max_probability,std_max_probability,accuracy,min_prob,max_prob
0.0,0.0,0.14400817,1.4542044e-09,0.14285714285714285,0.14400817,0.14400819
0.1,10.0,0.14400817,1.4542044e-09,0.14285714285714285,0.14400817,0.14400819
0.2,20.0,0.14400817,1.4542044e-09,0.14285714285714285,0.14400817,0.14400819
0.5,50.0,0.14400817,1.4542044e-09,0.14285714285714285,0.14400817,0.14400819
1.0,100.0,0.14400817,1.4542044e-09,0.14285714285714285,0.14400817,0.14400819
2.0,200.0,0.14400817,1.4542044e-09,0.14285714285714285,0.14400817,0.14400819
